,Date/Time,ROOM:Zone Lights Electric Energy [J](Hourly),ROOM:Zone Electric Equipment Electric Energy [J](Hourly),PLENUM:Zone Mean Air Temperature [C](Hourly),ROOM:Zone Mean Air Temperature [C](Hourly),ROOM IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Heating Energy [J](Hourly),ROOM IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Cooling Energy [J](Hourly) 
14, 07/08  15:00:00,0.0,0.0,33.49919949254436,33.78384648555194,0.0,0.0
15, 07/08  16:00:00,0.0,0.0,31.99530509045124,33.74793396800605,0.0,0.0
16, 07/08  17:00:00,0.0,0.0,30.833054934698016,33.485289416439414,0.0,0.0
17, 07/08  18:00:00,0.0,0.0,30.01170329802091,33.33992067583942,0.0,0.0
7, 07/09  08:00:00,0.0,0.0,23.623235745653986,27.94719662347568,0.0,0.0
8, 07/09  09:00:00,0.0,0.0,24.112447992084345,28.26515036304437,0.0,0.0
9, 07/09  10:00:00,0.0,0.0,24.6794418768442,28.261658197743674,0.0,0.0
10, 07/09  11:00:00,0.0,0.0,24.792804878873486,28.438848848259425,0.0,0.0
11, 07/09  12:00:00,0.0,0.0,25.911334646300762,28.82499888129437,0.0,0.0
12, 07/09  13:00:00,0.0,0.0,26.87446993794025,29.31771688174355,0.0,0.0
13, 07/09  14:00:00,0.0,0.0,27.1899993980803,29.743169025084732,0.0,0.0
14, 07/09  15:00:00,0.0,0.0,28.260567592214862,30.132622879538488,0.0,0.0
15, 07/09  16:00:00,0.0,0.0,29.495923459612406,30.497683064031328,0.0,0.0
16, 07/09  17:00:00,0.0,0.0,30.107454820098695,30.729863678829414,0.0,0.0
17, 07/09  18:00:00,0.0,0.0,30.093571590771376,30.80154560309969,0.0,0.0
7, 07/10  08:00:00,340200.0,567000.0,24.880608860917935,25.996523461649712,0.0,4384468.804916424
8, 07/10  09:00:00,680400.0,1134000.0,26.083757140825558,25.99999999999793,0.0,5638743.03891487
9, 07/10  10:00:00,680400.0,1134000.0,27.28264406093081,25.99999999999996,0.0,5843259.451551971
10, 07/10  11:00:00,680400.0,1134000.0,28.413980625729195,25.999999999999975,0.0,6069827.990803922
11, 07/10  12:00:00,544320.0000000001,1134000.0,29.099621605540673,26.0,0.0,5560728.4262335
12, 07/10  13:00:00,680400.0,1134000.0,30.04362612648152,26.0,0.0,6322045.825027563
13, 07/10  14:00:00,680400.0,1134000.0,30.59947200060255,26.0,0.0,6581039.528387256
14, 07/10  15:00:00,680400.0,1134000.0,31.70152923356276,25.999999999999986,0.0,6827385.087677288
15, 07/10  16:00:00,680400.0,1134000.0,31.78010533435494,25.99999999999993,0.0,7035929.25670081
16, 07/10  17:00:00,340200.0,567000.0,31.491040163026263,26.0,0.0,5670795.700498602
17, 07/10  18:00:00,136080.00000000006,226800.0,30.65871256420455,26.00000000000001,0.0,4706415.247548302
7, 07/11  08:00:00,340200.0,567000.0,24.911835908634764,26.003500323942074,0.0,3508560.703235276
8, 07/11  09:00:00,680400.0,1134000.0,25.52501648663445,26.00000000000999,0.0,5168843.314872012
9, 07/11  10:00:00,680400.0,1134000.0,26.46664068145518,26.000000000000053,0.0,5285714.698787874
10, 07/11  11:00:00,680400.0,1134000.0,27.582379677275878,26.000000000000107,0.0,5674374.199430007
11, 07/11  12:00:00,544320.0000000001,1134000.0,28.589641214322892,26.000000000000092,0.0,5459096.4031142285
12, 07/11  13:00:00,680400.0,1134000.0,29.358424590405612,26.000000000000053,0.0,6284452.493668809
13, 07/11  14:00:00,680400.0,1134000.0,29.75910586382278,26.000000000000053,0.0,6586684.514677675
14, 07/11  15:00:00,680400.0,1134000.0,29.27421569554264,25.999999999999947,0.0,6459660.496180824
15, 07/11  16:00:00,680400.0,1134000.0,28.513281780356852,26.000000000000053,0.0,6105321.034837907
16, 07/11  17:00:00,340200.0,567000.0,27.8570475556745,26.00000000000001,0.0,4372418.321823972
17, 07/11  18:00:00,136080.00000000006,226800.0,26.53797090910848,26.0,0.0,3167595.8377822833
7, 07/12  08:00:00,340200.0,567000.0,22.599168145300013,25.999436553219727,0.0,2308733.779698149
8, 07/12  09:00:00,680400.0,1134000.0,22.637395455512966,25.999999999997854,0.0,4095605.0068395813
9, 07/12  10:00:00,680400.0,1134000.0,23.00491277759236,26.000000000000014,0.0,4095018.514030155
10, 07/12  11:00:00,680400.0,1134000.0,23.587328805292486,26.000000000000004,0.0,4211588.539344145
11, 07/12  12:00:00,544320.0000000001,1134000.0,24.11941351487679,25.99999999999993,0.0,3699236.66894496
12, 07/12  13:00:00,680400.0,1134000.0,24.668440728370534,26.000000000000107,0.0,4332876.369000472
13, 07/12  14:00:00,680400.0,1134000.0,25.382991012151336,25.999999999999986,0.0,4534895.810417936
14, 07/12  15:00:00,680400.0,1134000.0,25.883267560310802,26.00000000000004,0.0,4638767.737996453
15, 07/12  16:00:00,680400.0,1134000.0,26.134590673233532,25.999999999999968,0.0,4714930.102177898
16, 07/12  17:00:00,340200.0,567000.0,26.31284882444782,26.0,0.0,3311463.622786228
17, 07/12  18:00:00,136080.00000000006,226800.0,25.988904881142034,26.000000000000014,0.0,2253017.140084999
7, 07/13  08:00:00,340200.0,567000.0,22.661080224399537,26.00232913202421,0.0,2894836.1176372054
8, 07/13  09:00:00,680400.0,1134000.0,22.807866456700673,26.00000000116968,0.0,4426302.398625786
9, 07/13  10:00:00,680400.0,1134000.0,23.149697054369927,25.99999999999996,0.0,4353547.320845958
10, 07/13  11:00:00,680400.0,1134000.0,23.64431255312764,25.999999999999968,0.0,4499188.683755991
11, 07/13  12:00:00,544320.0000000001,1134000.0,24.21700522231244,25.999999999999986,0.0,4082348.369880663
12, 07/13  13:00:00,680400.0,1134000.0,25.03426275275459,26.000000000000053,0.0,4846141.707333328
13, 07/13  14:00:00,680400.0,1134000.0,25.699590920150374,26.000000000000053,0.0,5227022.714894806
14, 07/13  15:00:00,680400.0,1134000.0,26.48192591277684,26.000000000000004,0.0,5527989.287472744
15, 07/13  16:00:00,680400.0,1134000.0,27.174287864915144,25.999999999999986,0.0,5843314.247434558
16, 07/13  17:00:00,340200.0,567000.0,27.47370943442185,26.0,0.0,4655709.903380118
17, 07/13  18:00:00,136080.00000000006,226800.0,27.3676108515583,26.000000000000032,0.0,3714637.7586621325
7, 07/14  08:00:00,340200.0,567000.0,25.27124934988376,25.98590066330714,0.0,6151023.96092399
8, 07/14  09:00:00,680400.0,1134000.0,26.03396188733085,25.999999999999893,0.0,6664935.422304222
9, 07/14  10:00:00,680400.0,1134000.0,27.055345299861433,26.000000000000032,0.0,6787185.161880002
10, 07/14  11:00:00,680400.0,1134000.0,28.58468891311216,25.99999999999999,0.0,7126890.714711758
11, 07/14  12:00:00,544320.0000000001,1134000.0,30.237475611711808,26.000000000000032,0.0,6904161.156934177
12, 07/14  13:00:00,680400.0,1134000.0,31.63077088126593,26.000000000000092,0.0,7898276.864361717
13, 07/14  14:00:00,680400.0,1134000.0,33.00265744712845,25.99999999999996,0.0,8362967.591572977
14, 07/14  15:00:00,680400.0,1134000.0,34.234675373402574,26.000000000000046,0.0,8634364.30129517
15, 07/14  16:00:00,680400.0,1134000.0,34.44382384889765,26.00000000000007,0.0,8812132.220642954
16, 07/14  17:00:00,340200.0,567000.0,34.19523040754378,26.000000000000032,0.0,7424274.821979428
17, 07/14  18:00:00,136080.00000000006,226800.0,33.87836336217288,25.99999999999999,0.0,6428798.982135397
